word1,word2,pos,sv_score,relation,w1_num_v_senses,w2_num_v_senses,w1_frames,w2_frames,mean_rating,sd_rating,shared_frames,w1_frame_count,w2_frame_count,relation_index,shares_frames_bool,cf_similarity,cf_scaled_sim
aggravate,irritate,V,8.3,HYPER/HYPONYMS,2,3,"['Basic Transitive', 'Middle Construction', 'PRO-Arb Object Alternation', 'NP-PP', 'NP', 'NP-ADJP']","['Basic Transitive', 'Middle Construction', 'PRO-Arb Object Alternation', 'NP-PP', 'NP', 'NP-ADJP']",8.333333333333334,0.9428090415820634,6,6,6,2,True,0.37158857401277606,4.972708592102208
flow,pour,V,5.31,HYPER/HYPONYMS,7,6,"['Basic Intransitive', 'PP', 'NP-PP', 'Locative Inversion', 'ADVP-PRED']","['NP-PP', 'NP-ADVP-PRED', 'PP', 'NP-PP-PP', 'PP-PP']",5.333333333333334,1.3165611772087666,2,5,5,2,True,0.10682388159937313,2.854591052794985
play,swing,V,3.15,HYPER/HYPONYMS,35,13,"['PP', 'Simple Reciprocal Intransitive', 'With Preposition Drop', 'Intransitive']","['Basic Intransitive', 'PP', 'Transitive', 'NP-PP', 'ADJP', 'PP', 'NP-ADJP', 'NP-PP']",3.1666666666666665,1.5951314818673863,1,4,8,2,True,0.1829140800754555,3.463312640603644
demand,need,V,2.82,SYNONYMS,6,3,"['S-SUBJUNCT', 'THAT-S']","['Basic Transitive', 'NP-TO-INF-OC']",2.833333333333333,1.3374935098492584,0,2,2,4,False,0.6997851477162716,7.598281181730173
drip,sink,V,1.99,COHYPONYMS,2,9,"['NP-PP', 'NP-ADVP-PRED', 'PP', 'NP-PP-PP', 'PP-PP']","['Basic Transitive', 'NP-PP', 'Intransitive', 'Middle Construction', 'Instrument Subject Alternation', 'ADJP', 'NP-ADJP-PP', 'NP-PP', 'NP-PP-PP', 'ADJP', 'PP', 'ADJP-PP', 'PP-PP']",2.0,1.6865480854231358,4,5,13,1,True,0.1730818065218564,3.384654452174851
confess,lie,V,1.83,NONE,3,7,"['HOW-S', 'NP-TOBE', 'NP-VEN-NP-OMIT', 'ING-SC/BE-ING-SC', 'Basic Transitive', 'NP-PP', 'POSSING', 'PP', 'PP-HOW-S', 'S']","['Basic Intransitive', 'PP']",1.8333333333333333,1.5238839267549948,1,10,2,3,True,0.12636982000347913,3.010958560027833
remember,retain,V,8.63,HYPER/HYPONYMS,8,4,"['ING-AC', 'WHAT-S', 'WHAT-TO-INF']",['-1'],8.666666666666668,0.7888106377466154,0,3,1,2,False,0.10556711900933075,2.844536952074646
sink,float,V,0.33,ANTONYMS,9,9,"['Basic Transitive', 'NP-PP', 'Intransitive', 'Middle Construction', 'Instrument Subject Alternation', 'ADJP', 'NP-ADJP-PP', 'NP-PP', 'NP-PP-PP', 'ADJP', 'PP', 'ADJP-PP', 'PP-PP']","['Basic Intransitive', 'PP', 'NP', 'Locative Inversion', 'NP']",0.3333333333333333,0.4216370213557839,1,13,5,0,True,-0.13189022589613228,0.9448781928309418
remind,think,V,3.32,NONE,2,13,['-1'],"['NP-ADJP-PRED', 'NP-NP-PRED', 'NP-TOBE', 'NP-VEN-NP-OMIT', 'S']",3.333333333333333,1.247219128924647,0,1,5,3,False,0.29738831459625314,4.379106516770025
tell,instruct,V,6.97,HYPER/HYPONYMS,8,3,"['Basic Transitive', 'NP-PP', 'Dative', 'Transitive', 'NP-PP', 'NP-S', 'NP-HOW-TO-INF', 'NP-TO-INF-OC']","['PP', 'S', 'HOW-TO-INF', 'QUOT']",7.000000000000001,1.3984117975602022,0,8,4,2,False,0.2548147395475133,4.038517916380107
take,replace,V,1.16,NONE,42,4,"['Basic Transitive', 'NP-PP', 'PP-NP', 'NP-PP', 'NP-PP-PP', 'NP-ADVP-PRED']","['NP-PP', 'Basic Transitive', 'NP-PP', 'NP-PP', 'Basic Transitive']",1.1666666666666667,1.0593499054713802,2,6,5,3,True,0.07574892529922289,2.605991402393783
destroy,demolish,V,9.13,HYPER/HYPONYMS,4,3,"['Basic Transitive', 'NP-PP', 'Instrument Subject Alternation']","['Basic Transitive', 'Middle Construction', 'PRO-Arb Object Alternation', 'NP-PP', 'NP', 'NP-ADJP']",9.166666666666668,0.7071067811865476,2,3,6,2,True,0.9637349478978525,9.70987958318282
fade,bleach,V,4.48,NONE,4,2,"['Basic Transitive', 'NP-PP', 'Intransitive', 'Middle Construction', 'Instrument Subject Alternation', 'ADJP', 'NP-ADJP-PP', 'NP-PP', 'NP-PP-PP', 'ADJP', 'PP', 'ADJP-PP', 'PP-PP']","['Basic Transitive', 'NP-PP', 'Intransitive', 'Middle Construction', 'Instrument Subject Alternation', 'ADJP', 'NP-ADJP-PP', 'NP-PP', 'NP-PP-PP', 'ADJP', 'PP', 'ADJP-PP', 'PP-PP']",4.500000000000001,1.2516655570345725,11,13,13,3,True,0.1720665477167681,3.376532381734145
run,escape,V,4.65,HYPER/HYPONYMS,41,7,"['PP', 'Locative Inversion', 'PP-NP', 'NP-PP']","['Basic Intransitive', 'PP', 'Locative Preposition Drop']",4.666666666666667,1.6193277068654823,1,4,3,2,True,0.28593169860699186,4.287453588855935
abuse,neglect,V,6.64,NONE,4,4,"['Basic Transitive', 'NP-PP', 'NP', 'NP-PP', 'NP-TOBE']",['Basic Transitive'],6.666666666666667,1.4907119849998598,1,5,1,3,True,0.36997538647985817,4.959803091838865
take,choose,V,3.82,SYNONYMS,42,3,"['Basic Transitive', 'NP-PP', 'PP-NP', 'NP-PP', 'NP-PP-PP', 'NP-ADVP-PRED']","['Basic Transitive', 'NP-PP', 'NP-PP', 'Benefactive Alternation', 'NP-PP', 'NP', 'NP-PP-PP']",3.833333333333333,1.70293863659264,3,6,7,4,True,0.48690211994354426,5.895216959548354
fly,launch,V,4.32,NONE,14,6,"['Dative', 'Basic Transitive', 'NP-PP', 'NP-PP', 'NP-PP-PP', 'NP-PP-PP']",['-1'],4.333333333333334,1.1737877907772674,0,6,1,3,False,0.10495119149026536,2.8396095319221226
remember,recall,V,9.13,SYNONYMS,8,7,"['ING-AC', 'WHAT-S', 'WHAT-TO-INF']","['Basic Transitive', 'NP-PP', 'NP-PP']",9.166666666666668,0.7071067811865476,0,3,3,4,False,0.8269009730895878,8.615207784716702
tell,talk,V,8.3,HYPER/HYPONYMS,8,6,"['Basic Transitive', 'NP-PP', 'Dative', 'Transitive', 'NP-PP', 'NP-S', 'NP-HOW-TO-INF', 'NP-TO-INF-OC']",['NP-TO-INF-OC'],8.333333333333334,1.0540925533894598,1,8,1,2,True,0.7141966082364732,7.713572865891786
boil,fry,V,3.32,NONE,5,3,"['Basic Transitive', 'NP-PP', 'Intransitive', 'Middle Construction', 'Instrument Subject Alternation', 'NP-ADJP', 'NP-ADJP-PP', 'NP-PP', 'NP-PP-PP', 'ADJP', 'PP', 'ADJP-PP', 'PP-PP']","['Basic Transitive', 'NP-PP', 'Intransitive', 'Middle Construction', 'Instrument Subject Alternation', 'NP-ADJP', 'NP-ADJP-PP', 'NP-PP', 'NP-PP-PP', 'ADJP', 'PP', 'ADJP-PP', 'PP-PP']",3.333333333333333,1.7638342073763935,12,13,13,3,True,0.3211942827677934,4.569554262142347
vacate,leave,V,8.63,HYPER/HYPONYMS,3,14,"['Basic Intransitive', 'PP', 'Locative Preposition Drop']","['Basic Intransitive', 'PP', 'Locative Preposition Drop']",8.666666666666668,1.2292725943057183,3,3,3,2,True,0.7143281139281081,7.714624911424865
keep,hold,V,6.14,SYNONYMS,22,36,"['NP-PP', 'Basic Transitive']","['Infinitival Copular Clause', 'S', 'Basic Transitive']",6.166666666666667,1.0593499054713802,1,2,3,4,True,0.5682009578671359,6.545607662937087
testify,confess,V,4.81,NONE,2,3,['-1'],"['HOW-S', 'NP-TOBE', 'NP-VEN-NP-OMIT', 'ING-SC/BE-ING-SC', 'Basic Transitive', 'NP-PP', 'POSSING', 'PP', 'PP-HOW-S', 'S']",4.833333333333333,2.0248456731316584,0,1,10,3,False,0.31001605199689486,4.480128415975159
delay,wait,V,5.48,HYPER/HYPONYMS,4,4,['Basic Transitive'],['Basic Intransitive'],5.5,1.946506842754191,0,1,1,2,False,0.3438094947061371,4.750475957649097
yawn,stretch,V,2.32,NONE,2,11,['Intransitive'],"['Basic Transitive', 'NP-PP', 'NP-PP']",2.333333333333333,1.3498971154211057,0,1,3,3,False,0.15099805096445462,3.207984407715637
make,compose,V,7.3,HYPER/HYPONYMS,49,6,"['NP-PP', 'NP', 'NP-NP', 'NP-PP', 'NP-NP-PP']","['Basic Transitive', 'NP-PP', 'NP-PP', 'NP-PP']",7.333333333333334,1.1737877907772671,1,5,4,2,True,0.334600306006291,4.676802448050328
make,do,V,4.15,SYNONYMS,49,13,"['NP-PP', 'NP', 'NP-NP', 'NP-PP', 'NP-NP-PP']",['-1'],4.166666666666667,1.509230856356236,0,5,1,4,False,0.5934039357842289,6.747231486273831
drink,vomit,V,0.15,NONE,5,1,"['Basic Transitive', 'Unspecified Object', 'NP-ADJP', 'PP']","['Basic Intransitive', 'PP', 'Transitive', 'NP-PP']",0.1666666666666666,0.3162277660168379,1,4,4,3,True,0.19653812061096798,3.572304964887744
grill,burn,V,2.99,NONE,2,15,"['Basic Transitive', 'NP-PP', 'Intransitive', 'Middle Construction', 'Instrument Subject Alternation', 'NP-ADJP', 'NP-ADJP-PP', 'NP-PP', 'NP-PP-PP', 'ADJP', 'PP', 'ADJP-PP', 'PP-PP']",['Intransitive'],3.0,1.6193277068654828,1,13,1,3,True,0.09198204535220994,2.7358563628176795
grab,hold,V,7.97,NONE,6,36,"['Basic Transitive', 'NP-PP']","['Infinitival Copular Clause', 'S', 'Basic Transitive']",8.0,0.9189365834726816,1,2,3,3,True,0.26048733574323013,4.083898685945841
smoke,cough,V,2.66,NONE,2,1,"['Basic Intransitive', 'PP', 'NP', 'Locative Inversion', 'PP']",['Transitive'],2.666666666666667,1.5055453054181618,0,5,1,3,False,0.17475721140440273,3.3980576912352216
reappear,vanish,V,1.49,NONE,1,5,"['Basic Intransitive', 'PP', 'NP-PP', 'Locative Inversion', 'ADVP-PRED']","['Basic Intransitive', 'PP-NP']",1.5,1.449137674618944,1,5,2,3,True,0.4612335804340243,5.689868643472194
think,pause,V,4.48,NONE,13,2,"['NP-ADJP-PRED', 'NP-NP-PRED', 'NP-TOBE', 'NP-VEN-NP-OMIT', 'S']","['PP', 'PP']",4.500000000000001,0.8232726023485646,0,5,2,3,False,0.04521808302475905,2.3617446641980724
help,participate,V,6.14,NONE,8,2,['PP'],"['PP', 'P-ING-SC']",6.166666666666667,1.946506842754191,1,1,2,3,True,0.33993048945928034,4.719443915674242
fight,kill,V,4.15,NONE,4,15,"['Intransitive', 'P-POSSING', 'P-WH-S', 'P-WHAT-S', 'P-WH-TO-INF', 'P-WHAT-TO-INF', 'PP']",['Instrument Subject Alternation'],4.166666666666667,1.7159383568311666,0,7,1,3,False,0.1433881418335279,3.147105134668223
rise,lift,V,7.47,SYNONYMS,17,24,"['Basic Intransitive', 'PP', 'NP-PP', 'Locative Inversion', 'ADVP-PRED']","['Basic Transitive', 'NP-PP', 'NP-ADVP-PRED']",7.5,1.7159383568311666,1,5,3,4,True,0.3451933661779265,4.761546929423412
swap,change,V,7.97,HYPER/HYPONYMS,2,10,['PP'],"['Intransitive', 'Transitive', 'Unspecified Reflexive Object']",8.0,0.9189365834726816,0,1,3,2,False,0.37668891869590804,5.013511349567264
crawl,climb,V,2.32,NONE,5,6,"['PP', 'Locative Inversion', 'PP-NP', 'NP-PP']",['Intransitive'],2.333333333333333,1.7126976771553504,0,4,1,3,False,0.16949039187836176,3.3559231350268943
see,hear,V,1.99,SYNONYMS,24,5,"['HOW-S', 'HOW-TO-INF']","['Basic Intransitive', 'P-POSSING', 'P-WHAT-S', 'PP', 'PP-PP']",2.0,1.6865480854231358,0,2,5,4,False,0.5596238422466204,6.476990737972963
win,fight,V,2.49,NONE,4,4,"['Basic Transitive', 'NP-PP', 'NP-PP', 'Benefactive Alternation', 'NP-PP', 'NP', 'NP-PP-PP']","['Intransitive', 'P-POSSING', 'P-WH-S', 'P-WHAT-S', 'P-WH-TO-INF', 'P-WHAT-TO-INF', 'PP']",2.5,0.97182531580755,0,7,7,3,False,0.2517654689027108,4.014123751221686
leap,fall,V,1.66,NONE,4,32,"['Basic Intransitive', 'PP', 'NP-PP', 'NP-PP', 'NP', 'NP', 'Locative Preposition Drop', 'NP-PP', 'NP-PP', 'NP-ADJP', 'NP-PP', 'PP-NP', 'NP-PP', 'Locative Inversion']",['Intransitive'],1.6666666666666667,1.247219128924647,0,14,1,3,False,0.19513328115781817,3.561066249262545
strike,blow,V,7.3,COHYPONYMS,21,22,"['Basic Transitive', 'Middle Construction', 'PRO-Arb Object Alternation', 'NP-PP', 'NP', 'NP-ADJP']","['Basic Transitive', 'Unspecified Object', 'Material/Product Alternation Transitive', 'Material/Product Alternation Transitive', 'NP-PP', 'NP-NP', 'NP-PP-PP', 'NP-PP', 'NP-PP-PP', 'Raw Material Subject', 'NP-NP-PP', 'NP-PP-PP']",7.333333333333334,1.8973665961010275,2,6,12,1,True,0.589108061756978,6.712864494055824
beat,hurt,V,5.64,NONE,23,7,"['Basic Transitive', 'NP-PP', 'NP-PP']","['Basic Transitive', 'Middle Construction', 'PRO-Arb Object Alternation', 'NP-PP', 'NP', 'NP-ADJP']",5.666666666666667,1.7763883459298968,2,3,6,3,True,0.18009124916499442,3.4407299933199553
go,flee,V,6.14,NONE,30,1,"['Basic Intransitive', 'PP']","['Basic Intransitive', 'PP', 'Locative Preposition Drop']",6.166666666666667,1.636391694484477,2,2,3,3,True,0.3688675953706494,4.950940762965195
blend,mix,V,8.3,SYNONYMS,3,6,"['Simple Reciprocal Intransitive', 'Together Reciprocal Alternation Intransitive']","['Intransitive', 'P-POSSING', 'P-WH-S', 'P-WHAT-S', 'P-WH-TO-INF', 'P-WHAT-TO-INF', 'PP', 'PP-P-WH-S', 'PP-P-WHAT-S', 'PP-P-WHAT-TO-INF', 'PP-P-WH-TO-INF', 'PP-PP', 'WHAT-S']",8.333333333333334,1.1547005383792517,0,2,13,4,False,0.9491922679734197,9.593538143787358
meet,attend,V,3.82,NONE,13,5,['Understood Reciprocal Object'],['-1'],3.833333333333333,1.0593499054713802,0,1,1,3,False,0.25882520333707204,4.070601626696576
fall,rise,V,0.33,ANTONYMS,32,17,['Intransitive'],"['Basic Intransitive', 'PP', 'NP-PP', 'Locative Inversion', 'ADVP-PRED']",0.3333333333333333,0.6324555320336759,0,1,5,0,False,-0.009141797229852297,1.9268656221611815
help,assist,V,8.0,SYNONYMS,8,3,['PP'],['PP'],8.166666666666668,0.8755950357709131,1,1,1,4,True,0.9014473004977954,9.211578403982363
climb,fall,V,1.49,ANTONYMS,6,32,['Intransitive'],['Intransitive'],1.5,1.3703203194062978,1,1,1,0,True,0.04784451636263825,2.382756130901106
burn,melt,V,5.81,NONE,15,6,['Intransitive'],"['PP', 'NP-PP', 'Transitive']",5.833333333333334,1.509230856356236,0,1,3,3,False,0.2629599639292535,4.103679711434028
borrow,beg,V,2.66,NONE,2,4,"['Basic Transitive', 'NP-PP']",['-1'],2.666666666666667,1.6465452046971294,0,2,1,3,False,0.10208989736611743,2.816719178928939
give,beg,V,0.66,NONE,44,4,"['NP-PP', 'NP-PP-PP', 'NP-PP']",['-1'],0.6666666666666667,0.8432740427115679,0,3,1,3,False,0.1369405296646748,3.0955242373173983
let,release,V,4.65,NONE,6,10,['-1'],['NP-P-ING-OC'],4.666666666666667,1.6865480854231356,0,1,1,3,False,0.19982304058790729,3.5985843247032583
increase,add,V,7.97,HYPER/HYPONYMS,2,6,['Intransitive'],"['NP-PP', 'Simple Reciprocal Transitive', 'Together Reciprocal Alternation Transitive', 'Middle Construction', 'Middle Construction', 'Middle Construction']",8.0,0.9189365834726816,0,1,6,2,False,0.30345354527021534,4.427628362161723
unload,carry,V,1.49,NONE,2,40,['-1'],"['Basic Transitive', 'NP-PP', 'NP-PP', 'NP-PP-PP', 'NP-PP-PP']",1.5,1.100504934614612,0,1,5,3,False,0.07025946942282915,2.562075755382633
talk,debate,V,5.81,HYPER/HYPONYMS,6,4,['NP-TO-INF-OC'],"['WH-S', 'WH-TO-INF']",5.833333333333334,0.97182531580755,0,1,2,2,False,0.7536774881407701,8.029419905126161
describe,write,V,3.65,HYPER/HYPONYMS,4,10,"['ING-AC', 'WHAT-S', 'WHAT-TO-INF']","['Basic Intransitive', 'PP']",3.666666666666667,1.3165611772087664,0,3,2,2,False,0.18266169511790165,3.461293560943213
hear,tell,V,0.83,NONE,5,8,"['Basic Intransitive', 'P-POSSING', 'P-WHAT-S', 'PP', 'PP-PP']","['Basic Transitive', 'NP-PP', 'Dative', 'Transitive', 'NP-PP', 'NP-S', 'NP-HOW-TO-INF', 'NP-TO-INF-OC']",0.8333333333333334,0.7071067811865476,0,5,8,3,False,0.38728459100771373,5.09827672806171
doze,nap,V,8.8,HYPER/HYPONYMS,1,1,"['Basic Intransitive', 'Transitive']","['Basic Intransitive', 'Transitive']",8.833333333333334,0.8232726023485648,2,2,2,2,True,0.3940935409660134,5.152748327728107
stab,shoot,V,1.83,NONE,3,20,"['Basic Transitive', 'NP-ADJP', 'NP-PP', 'NP-PP']","['Basic Transitive', 'NP-PP', 'NP-PP', 'Benefactive Alternation', 'NP-PP', 'NP', 'NP-PP-PP']",1.8333333333333333,1.286683937707919,2,4,7,3,True,0.3457633742248336,4.766106993798669
grasp,understand,V,8.47,HYPER/HYPONYMS,2,5,['Transitive'],"['HOW-S', 'Basic Transitive', 'POSSING', 'S', 'WHAT-S']",8.5,0.875595035770913,0,1,5,2,False,0.5832408367364793,6.6659266938918345
destroy,repair,V,0.83,NONE,4,5,"['Basic Transitive', 'NP-PP', 'Instrument Subject Alternation']",['-1'],0.8333333333333334,1.5811388300841898,0,3,1,3,False,-0.014291501131277966,1.8856679909497762
accept,deny,V,1.0,ANTONYMS,11,7,"['HOW-S', 'Basic Transitive', 'POSSING', 'S', 'WHAT-S']","['Infinitival Copular Clause', 'S', 'Basic Transitive']",1.0,0.6992058987801011,2,5,3,0,True,-0.04063050487622516,1.6749559609901987
combine,join,V,7.47,NONE,7,5,"['Simple Reciprocal Intransitive', 'Together Reciprocal Alternation Intransitive']","['PP', 'PP-PP', 'PP', 'PP-PP', 'P-ING-SC']",7.5,1.9002923751652296,0,2,5,3,False,0.612403741774355,6.89922993419484
join,gather,V,5.15,NONE,5,9,"['PP', 'PP-PP', 'PP', 'PP-PP', 'P-ING-SC']","['Basic Transitive', 'NP-PP', 'NP-PP', 'Benefactive Alternation', 'NP-PP', 'NP', 'NP-PP-PP']",5.166666666666667,2.4244128727957577,0,5,7,3,False,0.2323936954767854,3.859149563814283
deny,reject,V,8.3,HYPER/HYPONYMS,7,7,"['Infinitival Copular Clause', 'S', 'Basic Transitive']",['-1'],8.333333333333334,0.816496580927726,0,3,1,2,False,0.8869964927766993,9.095971942213595
bend,turn,V,3.32,HYPER/HYPONYMS,6,26,"['Basic Intransitive', 'PP']","['P-ING-SC', 'PP']",3.333333333333333,1.563471919941143,1,2,2,2,True,0.3198562994674578,4.558850395739663
evict,move,V,2.66,HYPER/HYPONYMS,2,16,"['Basic Transitive', 'NP-PP']","['Basic Transitive', 'Middle Construction', 'PRO-Arb Object Alternation', 'NP-PP', 'NP', 'NP-ADJP']",2.666666666666667,1.6465452046971292,2,2,6,2,True,0.23832031981780133,3.9065625585424106
tell,testify,V,4.98,HYPER/HYPONYMS,8,2,"['Basic Transitive', 'NP-PP', 'Dative', 'Transitive', 'NP-PP', 'NP-S', 'NP-HOW-TO-INF', 'NP-TO-INF-OC']",['-1'],5.0,1.247219128924647,0,8,1,2,False,0.42204624247653866,5.376369939812309
define,mean,V,5.15,NONE,5,7,"['ING-AC', 'WHAT-S', 'WHAT-TO-INF']","['Infinitival Copular Clause', 'S', 'Basic Transitive']",5.166666666666667,2.0789954839350235,0,3,3,3,False,0.27384265397253776,4.1907412317803026
triumph,defeat,V,4.65,NONE,4,2,['PP'],['-1'],4.666666666666667,2.3944379994757297,0,1,1,3,False,-0.009555888579309611,1.923552891365523
stop,whistle,V,0.33,NONE,11,6,"['NP-P-ING', 'POSSING', 'ING-AC', 'Basic Transitive']","['Basic Intransitive', 'PP', 'PP', 'NP', 'NP-ADJP', 'PP', 'PP']",0.3333333333333333,0.4216370213557839,0,4,7,3,False,0.18734008923910114,3.4987207139128094
die,crash,V,2.82,HYPER/HYPONYMS,11,13,"['Basic Intransitive', 'PP-NP']","['Basic Transitive', 'NP-PP', 'Intransitive', 'Middle Construction', 'Instrument Subject Alternation', 'NP-ADJP', 'NP-ADJP-PP', 'NP-PP', 'NP-PP-PP', 'PP']",2.833333333333333,1.3374935098492586,0,2,10,2,False,0.24337178638518442,3.9469742910814754
realize,discover,V,7.14,NONE,6,8,"['Infinitival Copular Clause', 'S', 'Basic Transitive']","['Infinitival Copular Clause', 'S', 'Basic Transitive']",7.166666666666667,1.0593499054713802,3,3,3,3,True,0.2963575614709437,4.37086049176755
guess,try,V,2.32,NONE,4,9,"['Infinitival Copular Clause', 'S', 'Basic Transitive']","['Basic Transitive', 'Middle Construction', 'PRO-Arb Object Alternation', 'NP-PP', 'NP', 'NP-ADJP']",2.333333333333333,0.966091783079296,1,3,6,3,True,0.17567525876764212,3.405402070141137
rub,grate,V,5.15,HYPER/HYPONYMS,3,5,"['Basic Transitive', 'NP-PP', 'NP-PP']",['PP'],5.166666666666667,1.5238839267549948,0,3,1,2,False,0.0985806969993802,2.7886455759950417
drag,pull,V,7.3,HYPER/HYPONYMS,11,17,"['Basic Transitive', 'NP-PP', 'NP-PP', 'NP-PP-PP', 'NP-PP-PP']","['Basic Transitive', 'NP-PP', 'NP-PP', 'NP-PP-PP', 'NP-PP-PP']",7.333333333333334,1.7126976771553504,3,5,5,2,True,0.33537891609204507,4.6830313287363605
spell,speak,V,2.16,NONE,6,5,"['Basic Transitive', 'NP-PP', 'Unspecified Object']","['Basic Intransitive', 'PP']",2.166666666666667,1.636391694484477,0,3,2,3,False,0.19880267864208215,3.590421429136657
remove,evict,V,6.14,NONE,8,2,"['Basic Transitive', 'NP-PP', 'NP-PP']","['Basic Transitive', 'NP-PP']",6.166666666666667,1.4944341180973264,2,3,2,3,True,0.6401856682312381,7.121485345849905
win,award,V,3.98,NONE,4,2,"['Basic Transitive', 'NP-PP', 'NP-PP', 'Benefactive Alternation', 'NP-PP', 'NP', 'NP-PP-PP']","['NP-PP', 'Transitive', 'Dative', 'NP-PP']",4.0,2.1186998109427604,1,7,4,3,True,0.23740062650135618,3.8992050120108495
hide,bury,V,5.31,HYPER/HYPONYMS,4,6,"['Basic Intransitive', 'PP', 'PP']","['NP-PP', 'NP-ADVP-PRED']",5.333333333333334,1.4757295747452437,0,3,2,2,False,0.6620404275529328,7.296323420423462
gain,get,V,8.63,HYPER/HYPONYMS,9,36,['Intransitive'],"['P-ING-SC', 'PP']",8.666666666666668,1.0327955589886444,0,1,2,2,False,0.680489581894721,7.443916655157768
forgive,regret,V,1.16,NONE,2,4,"['Basic Transitive', 'NP-PP', 'NP', 'NP-PP', 'NP-TOBE']",['TO-INF-SC'],1.1666666666666667,0.9486832980505138,0,5,1,3,False,0.4227476831885623,5.381981465508499
hide,find,V,1.66,NONE,4,16,"['Basic Intransitive', 'PP', 'PP']","['WH-S', 'WH-TO-INF']",1.8333333333333333,1.286683937707919,0,3,2,3,False,0.17555305182974446,3.4044244146379556
relax,stretch,V,3.65,NONE,8,11,"['Basic Transitive', 'Middle Construction', 'PRO-Arb Object Alternation', 'NP-PP', 'NP', 'NP-ADJP']","['Basic Transitive', 'NP-PP', 'NP-PP']",3.666666666666667,1.3984117975602022,2,6,3,3,True,0.11586880126467179,2.9269504101173744
see,squint,V,3.15,NONE,24,3,"['HOW-S', 'HOW-TO-INF']",['PP'],3.1666666666666665,1.728840330651992,0,2,1,3,False,0.3548839750750247,4.839071800600198
flee,escape,V,9.79,HYPER/HYPONYMS,1,7,"['Basic Intransitive', 'PP', 'Locative Preposition Drop']","['Basic Intransitive', 'PP', 'Locative Preposition Drop']",9.833333333333334,0.3162277660168379,3,3,3,2,True,0.9492723946667997,9.594179157334398
jerk,prick,V,0.5,NONE,5,7,"['NP-ADJP', 'Conative']","['Unintentional Interpretation of Object', 'Unintentional Interpretation of Object']",0.5,0.6749485577105528,0,2,2,3,False,0.8059952832392601,8.44796226591408
wear,erode,V,3.32,NONE,9,2,['Basic Transitive'],['Intransitive'],3.333333333333333,1.7638342073763935,0,1,1,3,False,0.14891697009384525,3.191335760750762
waste,throw,V,2.66,NONE,10,15,"['NP-P-ING-SC', 'NP-PP']","['Basic Transitive', 'Middle Construction', 'PRO-Arb Object Alternation', 'NP-PP', 'NP', 'NP-ADJP']",2.666666666666667,2.011080417199781,1,2,6,3,True,0.26612432288841453,4.128994583107316
bury,forget,V,3.98,SYNONYMS,6,4,"['NP-PP', 'NP-ADVP-PRED']",['-1'],4.0,1.5055453054181618,0,2,1,4,False,0.18885533736688276,3.510842698935062
frustrate,annoy,V,8.3,HYPER/HYPONYMS,2,1,"['Basic Transitive', 'Middle Construction', 'PRO-Arb Object Alternation', 'NP-PP', 'NP', 'NP-ADJP']","['Basic Transitive', 'Middle Construction', 'PRO-Arb Object Alternation', 'NP-PP', 'NP', 'NP-ADJP']",8.333333333333334,1.247219128924647,6,6,6,2,True,0.47263245500349516,5.781059640027961
learn,teach,V,2.82,SYNONYMS,6,2,"['Basic Intransitive', 'P-POSSING', 'P-WHAT-S', 'PP', 'PP-PP']","['Transitive', 'NP-TO-INF-OC', 'NP-P-ING-AC', 'NP-S', 'NP-WHAT-S', 'NP-WHAT-TO-INF', 'NP-HOW-S']",2.833333333333333,1.70293863659264,0,5,7,4,False,0.7428606393099565,7.942885114479652
come,bring,V,1.83,NONE,21,11,"['Basic Intransitive', 'PP', 'NP-PP', 'Locative Inversion', 'ADVP-PRED']","['Dative', 'Together Reciprocal Alternation Transitive']",1.8333333333333333,1.852925614624973,0,5,2,3,False,0.23705959821452693,3.8964767857162155
wait,stay,V,6.47,NONE,4,11,['Basic Intransitive'],['Basic Intransitive'],6.5,0.9944289260117531,1,1,1,3,True,0.22200709697054097,3.776056775764328
burst,laugh,V,2.16,NONE,8,1,"['Basic Intransitive', 'PP', 'NP-PP', 'Locative Inversion', 'ADVP-PRED']","['Basic Intransitive', 'Transitive', 'Transitive', 'PP', 'PP', 'PP', 'NP-ADJP', 'NP-PP']",2.166666666666667,1.2516655570345725,3,5,8,3,True,0.12677857870165002,3.0142286296132
look,inspect,V,8.96,NONE,10,3,['PP'],"['NP-PP', 'Transitive']",9.000000000000002,0.9660917830792958,0,1,2,3,False,0.3716456393078853,4.973165114463082
portray,play,V,5.81,HYPER/HYPONYMS,4,35,"['HOW-S', 'HOW-TO-INF']","['PP', 'Simple Reciprocal Intransitive', 'With Preposition Drop', 'Intransitive']",5.833333333333334,1.7795130420052183,0,2,4,2,False,0.10058517152745082,2.8046813722196067
lose,defeat,V,2.32,NONE,11,2,['PP'],['-1'],2.333333333333333,1.8973665961010275,0,1,1,3,False,0.19363383192023526,3.549070655361882
steal,rob,V,9.46,HYPER/HYPONYMS,3,2,"['Basic Intransitive', 'PP', 'NP-PP', 'Locative Inversion', 'ADVP-PRED']","['NP-PP', 'NP-PP', 'Transitive']",9.5,0.4830458915396479,1,5,3,2,True,0.7951261552697643,8.361009242158115
transplant,remove,V,3.49,NONE,4,8,['-1'],"['Basic Transitive', 'NP-PP', 'NP-PP']",3.5000000000000004,1.4491376746189435,0,1,3,3,False,0.11232113822744394,2.8985691058195515
